epoch,acc,loss,lr,val_acc,val_loss
0,0.7508779430158609,0.7479408176581536,0.005,0.7631771596773128,0.7031520654830542
1,0.8420007939713199,0.4608606026948534,0.005,0.8058199120650005,0.5993480494744956
2,0.8773017375619261,0.3545700097919861,0.005,0.7913616399115734,0.6790316657300924
3,0.9073197544813265,0.27061111852697306,0.005,0.8008784772187341,0.6850134893531855
4,0.9233212202717324,0.2297553125693022,0.005,0.8199121523566686,0.6311008239036773
5,0.9441475554994472,0.17592640708784194,0.005,0.8138726207033607,0.6862966805740122
6,0.9574312150713163,0.1420292831329614,0.005,0.8257686675554837,0.7020127021027169
7,0.9673252511771467,0.11229748503099482,0.005,0.8178989751970785,0.7556637984592779
8,0.9728219378965408,0.09518284948668589,0.005,0.8171669106008717,0.8110487613374283
9,0.9770055272238678,0.08445418723880649,0.005,0.828696925329429,0.7915445882199799
10,0.9921214157022017,0.04499368820921095,0.001,0.8561493412292894,0.642869562085167
11,0.9980150853513299,0.0290197661993406,0.001,0.8599926793557833,0.6477292168716386
12,0.9992671084374141,0.024762328036010483,0.001,0.8627379208497736,0.6535637743476543
13,0.9995419427733838,0.02283497357449603,0.001,0.8603587115666179,0.6613275651788642
14,0.9997557028124714,0.0221280869814114,0.001,0.8636530015513977,0.6594040306778638
15,0.9996946285155892,0.021086135319631678,0.001,0.8609077598828697,0.6675307746120288
16,0.9999083885546768,0.020510732599293747,0.001,0.860541727759304,0.672207434717593
17,0.9999389257031178,0.019684202168774458,0.001,0.861090775988287,0.6852726431489864
18,0.9999389257031178,0.019267157513749404,0.001,0.8640190337622323,0.6720342958566908
19,0.9998473142577946,0.019024134379256923,0.001,0.8616398242172699,0.6781835897906109
20,1.0,0.018602701652664595,0.0004,0.8629209371297286,0.6789109596047185
21,0.9999389257031178,0.01858451057569134,0.0004,0.8656661786237189,0.6802124673634288
22,1.0,0.01835775249735639,0.0004,0.8654831625183016,0.6721308959285301
23,0.999969462851559,0.0181494504083647,0.0004,0.8632869692532943,0.6757772192686229
24,0.9999389257031178,0.0180925743868068,0.0004,0.864385065798529,0.6796928832681077
25,0.999969462851559,0.01787743164411784,0.0004,0.862371888638939,0.6846023783589527
