epoch,acc,loss,lr,val_acc,val_loss
0,0.7464122137513779,0.7631389531798035,0.005,0.7989379235445591,0.580622400857223
1,0.8430534351217838,0.46319363782242057,0.005,0.8073612891848413,0.5616849873762737
2,0.8764885496183206,0.36216266480838977,0.005,0.8135872551578891,0.5612011194185468
3,0.9049160305234312,0.2819013716337335,0.005,0.8227430874012128,0.5498111998067848
4,0.9271450381679389,0.22231598106322398,0.005,0.8236586705949843,0.593823269721768
5,0.9422900763358779,0.1800255902860001,0.005,0.8308002197945473,0.6284599970535707
6,0.9566412213776858,0.14342586430338503,0.005,0.8027833731068379,0.7771758396663502
7,0.9634198473282443,0.12447354835863332,0.005,0.8112067387362055,0.7154231521262941
8,0.9734656488549618,0.09820454861166823,0.005,0.8225599707449952,0.7264205793106737
9,0.9788396946564886,0.08341683818411282,0.005,0.8333638528287902,0.7124804831363194
10,0.9932213740458016,0.04406266624736422,0.001,0.8670573155318091,0.5770426162802852
11,0.9982900763358779,0.028111671052361262,0.001,0.8703534151690933,0.5798863711930788
12,0.9988702290076336,0.02515185382802978,0.001,0.8672404321771121,0.5828137457578135
13,0.999206106870229,0.023661874871103817,0.001,0.8705365318143964,0.5791079289876941
14,0.9996030534351145,0.022269864058676567,0.001,0.8729170481705923,0.5809017297953526
15,0.9998778625954199,0.02106725046607374,0.001,0.8716352316862147,0.5870313673114584
16,0.9998473282442748,0.02057103096449193,0.001,0.8710858817612201,0.5900299938099219
17,0.9999389312977099,0.01992752683378813,0.001,0.8718183483424323,0.5906191577930586
18,0.9999694656488549,0.01951243850657048,0.001,0.8698040652113549,0.5922720962622035
