epoch,acc,loss,lr,val_acc,val_loss
0,0.7140152671828525,0.8754152833523641,0.01,0.7711041934257504,0.6741430975757355
1,0.8255572519156769,0.517692142712251,0.01,0.7447353964693663,0.7620555013882069
2,0.8657709923554923,0.4055724140542154,0.01,0.8051638894630339,0.6112227198995092
3,0.8946259541984732,0.3296266850169378,0.01,0.8091924556597011,0.6171876222108053
4,0.9112366412177341,0.2792329929002369,0.01,0.7595678447716578,0.8006146988290676
5,0.9310839694692888,0.22767675206133428,0.01,0.8132210218563684,0.6341139207587445
6,0.9482442747982404,0.18405406735962584,0.01,0.7718366600178773,0.792371319416918
7,0.9514503816684694,0.16941841681949965,0.01,0.8121223219627208,0.7069242704680847
8,0.9621679389312977,0.14088471165458666,0.01,0.8097418055846957,0.7384622743596438
9,0.9676641221410446,0.12244167148884925,0.01,0.8165171214390796,0.7315538666270587
10,0.9882137404580152,0.06853106074069293,0.001,0.85039370083106,0.6442130673959827
11,0.9958167938931298,0.04762751916892656,0.001,0.8509430507669692,0.6616138189709071
12,0.9971603053435114,0.04193703379817591,0.001,0.8522248672950051,0.6765294641480082
13,0.9985648854961832,0.03728268808228824,0.001,0.8531404504996912,0.6889224553082021
14,0.9990229007524388,0.035344556916761034,0.001,0.8536898004137712,0.7032676717231309
15,0.999145038157019,0.03373255712203397,0.001,0.8558872001901517,0.6881282907269242
16,0.9995419847328244,0.0321696967452992,0.001,0.8540560337480357,0.7151293486624143
17,0.9995419847328244,0.03136405507685574,0.001,0.8571690167181877,0.7081617286650171
18,0.9996946564885496,0.030500245076099424,0.001,0.8551547335980249,0.7197880033465712
19,0.9997862595419847,0.029503282420507825,0.001,0.8564365500824025,0.728557838240597
20,0.9998473282442748,0.028967915728801988,0.0004,0.8553378502324134,0.729428497917856
21,0.9997862595419847,0.028815650460601763,0.0004,0.8568027833839232,0.7222456846988544
