epoch,acc,loss,lr,val_acc,val_loss
0,0.7478778626063398,0.7521806380839748,0.01,0.8035158396334772,0.5868657259599692
1,0.8571908397237763,0.41824151334507775,0.01,0.8027833730413503,0.5902771127571053
2,0.8966106870520206,0.3013985087598553,0.01,0.8214612708622622,0.5408250857263973
3,0.9273587785859144,0.22122559767188008,0.01,0.8326313862366633,0.5533774310231449
4,0.9465954198546082,0.17182728999534636,0.01,0.825672953693318,0.6102074369245168
5,0.9571603053580714,0.14269508016109467,0.01,0.8339132027646994,0.6468444114376656
6,0.9699847328244274,0.10612091507279237,0.01,0.8192638711404547,0.7053242582166791
7,0.9755725190839695,0.09337022065388337,0.01,0.8399560520597003,0.6727598872819547
8,0.9820763358778626,0.07290741740246766,0.01,0.8304339864711975,0.7647710807800205
9,0.9823206107015828,0.07232285675247208,0.01,0.8388573521878819,0.6804871344016249
10,0.9932519083969465,0.044535284682198334,0.001,0.8633949826366625,0.6166617774282308
11,0.9974656488549618,0.03156042733333493,0.001,0.8661417323052938,0.6047799827807597
12,0.9985648854961832,0.0275368782718673,0.001,0.8648599157772577,0.6128161531777374
13,0.9987786259541984,0.025858130541921574,0.001,0.8665079656177291,0.6151967407571726
14,0.9994503816793893,0.024338328097612803,0.001,0.8654092657349961,0.6160809312345257
15,0.9995114503816794,0.023553745462466743,0.001,0.8677897821239359,0.6196326396771347
16,0.9995725190839695,0.022931827492272582,0.001,0.8685222487051482,0.6230529391095437
17,0.9998473282442748,0.02227490133502101,0.001,0.8668741988755914,0.6327910397356628
18,0.9996641221374046,0.021959352387499263,0.001,0.8659586157036491,0.6318357802860642
19,0.9997557251908397,0.02144828566476589,0.001,0.8683391320380158,0.6316560318884865
20,0.9998167938931297,0.021291844963572407,0.0004,0.8688884819848396,0.6402783639984152
21,0.9998778625954199,0.021032256719379024,0.0004,0.8688884820394126,0.6322049450424647
22,0.9998473282442748,0.021053207024135663,0.0004,0.8677897821130213,0.6348502376843145
23,0.9999083969465649,0.020716405699271283,0.0004,0.8688884819848396,0.6356962185119059
24,0.9999694656488549,0.02057824732067476,0.0004,0.870170298501961,0.6350328617754316
25,0.9998778625954199,0.020534715972556412,0.0004,0.8696209485769665,0.6382492255911332
26,0.9998473282442748,0.0205077490906679,0.0004,0.8672404321880267,0.6448357411300584
27,1.0,0.0201656982676901,0.0004,0.8694378319316635,0.6391619846642268
28,0.9998778625954199,0.02028813656914325,0.0004,0.8694378318989197,0.6430388837977712
