epoch,acc,loss,lr,val_acc,val_loss
0,0.7648854961868461,0.712497781591561,0.01,0.8102911555533486,0.5396509060949617
1,0.8653740458051667,0.4015082042836051,0.01,0.8326313862257487,0.4807367080505722
2,0.9048549618211411,0.28860094689867877,0.01,0.8337300861521401,0.5195998519227916
3,0.9323664122028206,0.21203309264983838,0.01,0.8271378869103154,0.5692832274023069
4,0.9513893129843792,0.16204610624568153,0.01,0.8372093023583252,0.6053521382548918
5,0.9610076335768664,0.13282050497841288,0.01,0.8265885369307479,0.6270601701505061
6,0.9729770992366412,0.10349861104251774,0.01,0.8459989013547012,0.6378106580638903
7,0.9779541984623625,0.0864801854109036,0.01,0.8505768174545338,0.6412142384752995
8,0.984763358778626,0.06791554494213511,0.01,0.8313495696977128,0.72613063543582
9,0.987969465648855,0.057649691009111985,0.01,0.8438015015892353,0.6855970799453616
10,0.9946259541984733,0.03860610768858713,0.001,0.8617469328616788,0.6007365608276454
11,0.9980152671755725,0.02794564585023709,0.001,0.8626625160663649,0.6079301280954386
12,0.9988702290076336,0.02509026469210632,0.001,0.8657754990692607,0.607767283294341
13,0.999175572519084,0.02354001518845103,0.001,0.8661417323380376,0.6223302387619298
14,0.9994503816793893,0.02281967727783072,0.001,0.8672404321880267,0.6233427063479263
15,0.9993893129770992,0.021888210714887116,0.001,0.8672404321771121,0.6297987541574367
16,0.9997557251908397,0.020885426877336646,0.001,0.8692547152863603,0.633732692998007
17,0.9998167938931297,0.020321333033324198,0.001,0.8648599158100015,0.6380825515872632
18,0.9997862595419847,0.020084779780557137,0.001,0.866141732327123,0.6400206292467968
19,0.9998473282442748,0.019512065802821676,0.001,0.8692547152645311,0.6366192453473157
20,0.9997862595419847,0.019237031225370998,0.0004,0.8659586156490761,0.6348028829237018
