epoch,acc,loss,lr,val_acc,val_loss
0,0.7261068702217277,0.8100217445388095,0.005,0.8077275224972766,0.5707213031003554
1,0.8235419847401044,0.5117994237346504,0.005,0.7895989746013593,0.6113637748534722
2,0.8573740457978868,0.41559649360816897,0.005,0.8135872551251453,0.5599364272962231
3,0.877587786259542,0.35275918610678375,0.005,0.8132210218454538,0.5614851435731344
4,0.8977709923591323,0.29639090115059424,0.005,0.8110236220581587,0.5909572440644495
5,0.9150534351145038,0.2517267015280614,0.005,0.8227430874012128,0.630697404414912
6,0.9289770992366412,0.2164110290976881,0.005,0.8265885369744063,0.6113292511250374
7,0.9440610686913702,0.17487821509637905,0.005,0.8053470060865077,0.7050887242251538
8,0.9477862595310648,0.1633709892498628,0.005,0.8121223219954646,0.660656113433349
9,0.9553893129770993,0.14451948254663527,0.005,0.8262223036401417,0.6877085265605097
10,0.9860763358669427,0.06550000238236581,0.001,0.8597326497306014,0.5464939378246985
11,0.9960305343511451,0.039072762531633595,0.001,0.8619300494633234,0.5530905677130143
12,0.9980763358778626,0.031748152250097,0.001,0.8615638162054611,0.5628618274912077
13,0.9989618320610687,0.028413507021565473,0.001,0.8641274492178748,0.5680579617987882
14,0.9993893129770992,0.026134691036839523,0.001,0.8628456327116679,0.5751077508756124
15,0.9996030534351145,0.025025775290741265,0.001,0.8630287493460563,0.583187640902979
16,0.9995725190839695,0.024033604528157764,0.001,0.8624793994210618,0.5890450585982101
17,0.9996641221374046,0.023171542554866267,0.001,0.860098883032122,0.596419945891317
