epoch,acc,loss,lr,val_acc,val_loss
0,0.763843946502325,0.7290500196150586,0.01,0.8241335045148009,0.5053978484856979
1,0.8703522803735526,0.3949573099180138,0.01,0.8490739043056692,0.46895511798982814
2,0.9151047072652801,0.27029964961741565,0.01,0.8395378690738318,0.5189514393142314
3,0.9447768484216389,0.18724482616004698,0.01,0.8393544837813323,0.5648639868830795
4,0.96464985651268,0.1334785762993478,0.01,0.8501742160497358,0.5381787194257786
5,0.9750900543342326,0.10280512648228797,0.01,0.8314689162257132,0.6272329971612364
6,0.9823859820501862,0.08337083131632596,0.01,0.8419218778872565,0.616833128492788
7,0.9876366078405999,0.06754540138697623,0.01,0.8523748395597303,0.646940397905818
8,0.9902313938579889,0.056332210795622374,0.01,0.8507243719272344,0.6624043343724317
9,0.9938335673728554,0.04553279091839287,0.01,0.8553090042506536,0.6593795885039364
10,0.9962451920141645,0.035295112884707325,0.001,0.8611773336325002,0.6151316513080411
11,0.9987178704438611,0.02939206392088793,0.001,0.8619108747697064,0.6195133885789875
12,0.9989926124916051,0.02808627727409591,0.001,0.8620942600512754,0.615484112919787
13,0.9990536662799927,0.026750460777676684,0.001,0.8617274895099988,0.6217079950476401
14,0.9993284083277367,0.02605569384099636,0.001,0.8604437924187796,0.6248405361020323
15,0.9994810427987056,0.024963529030740957,0.001,0.8587933247862837,0.6364522292382035
16,0.9995726234812871,0.024754768993492396,0.001,0.8617274894881375,0.6154692851139518
