epoch,acc,loss,lr,val_acc,val_loss
0,0.7596482657547631,0.7374040489815245,0.005,0.8221285950790331,0.5190141034947361
1,0.8656875915974597,0.4003059816436181,0.005,0.8366001099320771,0.47947238716237994
2,0.9042501221299463,0.2873451779011872,0.005,0.8279904743912762,0.5290010770798865
3,0.9369504152418173,0.19832134461935752,0.005,0.8397142334525064,0.5556453335255707
4,0.9583536883243772,0.1434217286935421,0.005,0.8444770103868798,0.5766181245263319
5,0.9697117733268197,0.1059544654331035,0.005,0.844843377929879,0.6149331905462296
6,0.9767647777234978,0.08910535111237167,0.005,0.8404469684074816,0.646163468778865
7,0.9818637029799707,0.07305940016230607,0.005,0.8356841912874919,0.6842946640343255
8,0.985466536394724,0.06247102823536106,0.005,0.8479575014503082,0.7045642033336712
9,0.9870542256961407,0.056025616229526815,0.005,0.8382487634552073,0.6946409923904958
10,0.9941988275525159,0.03516889308566982,0.001,0.8572998717932239,0.6724162736989832
11,0.9979543234000977,0.02504881987512898,0.001,0.8602308116022058,0.6954375182038416
12,0.998442843185149,0.02263364731777745,0.001,0.8640776699793429,0.6869195868274978
13,0.9989924279433317,0.02079873956088386,0.001,0.8651767722480265,0.7050719087454486
14,0.9992672203224231,0.019497709687295108,0.001,0.8660926909362862,0.7226751373460123
15,0.9993893502686859,0.01864563350706317,0.001,0.864444037413156,0.721705197654685
16,0.999480947728383,0.018205162510821805,0.001,0.8626122000366367,0.7399208144023591
17,0.9994504152418173,0.017693009183837195,0.001,0.8642608537344645,0.7370027557880718
18,0.9996336101612115,0.016991753471923356,0.001,0.864444037467749,0.7624819201522529
