epoch,acc,loss,lr,val_acc,val_loss
0,0.4738079248254018,1.6624205841366877,0.01,0.7546304786574747,0.7535529380191822
1,0.8170523231184826,0.5540377707211801,0.01,0.7815881166549072,0.6260233862715294
2,0.8686122473935897,0.403177269373092,0.01,0.7980927930017272,0.5991709725410375
3,0.9014591854987939,0.30878227407464004,0.01,0.8197322575057425,0.5571680062192745
4,0.9242322486037481,0.2423769381101755,0.01,0.8197322575166731,0.565182029271856
5,0.9402893949496789,0.1945030784401689,0.01,0.8081789840782714,0.6498790401155831
6,0.9552170462541087,0.15868369563281357,0.01,0.8144140840232558,0.6291391851157414
7,0.9695036327368,0.1195973427366356,0.01,0.831468916203852,0.6091351763285695
8,0.9744184626838038,0.10327636771451293,0.01,0.815881166341391,0.7364633319991325
9,0.9783564320166066,0.09368683109781493,0.01,0.8169814780854575,0.706487709383434
10,0.9904145552231516,0.05901697325421905,0.001,0.8598936365631421,0.5511263607402209
11,0.9970083643872045,0.04151560577812252,0.001,0.8584265542012846,0.5463864116489002
12,0.9979546980890164,0.037961570626204685,0.001,0.8626444159178434,0.5585580364002201
13,0.9990231393857989,0.034509466577898315,0.001,0.8637447276837713,0.5542105727325377
14,0.9990536662981881,0.033356090822337904,0.001,0.8626444159397046,0.5626500210706497
15,0.9994505159045118,0.03178898861512457,0.001,0.8646616541571995,0.5613862732430456
16,0.9996642041638684,0.03107715024020298,0.001,0.867045662948763,0.5537612692120096
17,0.9996947310580622,0.030173668920242334,0.001,0.8653951953053365,0.570174911463018
18,0.9996336772696746,0.0294890057624671,0.001,0.8685127452887593,0.5645499474468219
19,0.9997557848464497,0.029171554928608987,0.001,0.8650284247203375,0.5794913339584535
20,0.9999694731058062,0.02847845562066676,0.0004,0.8661287364862653,0.5705981157131202
21,0.9999084193174187,0.02835005872048016,0.0004,0.8666788923965557,0.5764524721124293
22,0.9999084193174187,0.028027503735240444,0.0004,0.8661287364753347,0.5750996180680745
