epoch,acc,loss,lr,val_acc,val_loss
0,0.7333618268117696,0.8292307544066103,0.01,0.7783684693160787,0.6627128259180665
1,0.8548662840031721,0.4322632499806158,0.01,0.8025664528393068,0.5864169006605524
2,0.8941567957088294,0.31513139378429117,0.01,0.8091659028523565,0.5601959781074174
3,0.9250213701161059,0.23123624490678404,0.01,0.8141154904085819,0.5852300863108648
4,0.9431249236853834,0.18052253392403897,0.01,0.8054995417157845,0.6963610197457559
5,0.9562217609060453,0.14562076651172218,0.01,0.8021998167037964,0.7089795173307168
6,0.9653498595749914,0.11776789585222822,0.01,0.8225481210117708,0.6807942698626863
7,0.9740505555797255,0.09745644712050708,0.01,0.833363886364658,0.6363904947321094
8,0.9803089510100361,0.07833953037637831,0.01,0.8177818515342272,0.786257098116643
9,0.9845829771717676,0.06592843863630429,0.01,0.8353803849788459,0.721070160819892
10,0.9927952130470598,0.04444995806638335,0.001,0.8597616865698292,0.6145246146251913
11,0.9974966418366101,0.030651046543865794,0.001,0.86141154907036,0.6133292527072043
12,0.9985651483697643,0.027151041483241118,0.001,0.8603116407293885,0.6100369057886978
13,0.9988704359288296,0.0254668838514311,0.001,0.862878093492209,0.6203198975209901
14,0.9993283673220174,0.023791697774742503,0.001,0.8604949587643638,0.6226039949193337
15,0.9996641836610086,0.023000271913332444,0.001,0.8648945921501033,0.6151616846717464
16,0.9997252411771889,0.02284777255487509,0.001,0.8647112740823482,0.6287579727872155
17,0.999755769935279,0.02193772268072926,0.001,0.8656278643664912,0.6249656210570681
18,0.9997252411771889,0.02164838691434809,0.001,0.8630614115490376,0.637464210403337
19,0.999755769935279,0.021279712531627835,0.001,0.8637946837982052,0.6324467241709436
20,0.9998778849676395,0.020912467526054263,0.0004,0.8619615032408459,0.6350324296820175
21,0.9999084137257296,0.02082414390369822,0.0004,0.8639780018878136,0.6381357444960737
