epoch,acc,loss,lr,val_acc,val_loss
0,0.7654170228427897,0.7208214644067438,0.01,0.833363886364658,0.5033836505262268
1,0.8697643180021015,0.39482807569385,0.01,0.8368469294444013,0.49202240224719374
2,0.9147331786542924,0.26665466744532323,0.01,0.8489459211950888,0.4938584958381548
3,0.948040053716057,0.18060632394498224,0.01,0.8295142071603309,0.6168148041263182
4,0.9666320673929406,0.13005294527511396,0.01,0.8472960586836314,0.5718270031276041
5,0.9771339601904995,0.10018930654840412,0.01,0.8478460128650438,0.6304916716299398
6,0.9815606301062884,0.08419516947384734,0.01,0.8489459212060154,0.6177324005707374
7,0.9877884967639516,0.06549624306472655,0.01,0.8450962420016882,0.6672210180846843
8,0.9901086823788008,0.056344268699323886,0.01,0.8559120073873553,0.6482134468942252
9,0.9903223836854317,0.0553468786023529,0.01,0.8456461961612474,0.6621838606791579
10,0.995970203932104,0.03920044750066187,0.001,0.8632447296277194,0.6031046308365358
11,0.9983514470631335,0.03123397077959759,0.001,0.8634280477282544,0.6125685261543686
12,0.9991451947734766,0.029159439862545978,0.001,0.8625114574113316,0.6055588543688235
13,0.9993283673220174,0.027478152582150542,0.001,0.8628780935140622,0.6223631431048994
14,0.9993283673220174,0.02696313636348112,0.001,0.8654445463205892,0.6176116011975338
15,0.9996641836610086,0.0257377821812446,0.001,0.8652612282637606,0.6127847676316497
16,0.9994810111051893,0.02540380754725868,0.001,0.861594867116262,0.6175599464683987
17,0.999755769935279,0.024513945010094827,0.001,0.8667277727183894,0.6127595003868439
18,0.9996641836610086,0.024135604685920544,0.001,0.8632447296495727,0.6262531589740575
19,0.9997252411771889,0.023679826522125677,0.001,0.8621448212758211,0.6154031629004029
20,0.9998168274514593,0.023328176570951844,0.0004,0.8632447296277194,0.6260535311851886
21,0.9998168274514593,0.023342673755369716,0.0004,0.8641613199446422,0.6144981233271626
