epoch,acc,loss,lr,val_acc,val_loss
0,0.7156204201270151,0.8797457822660848,0.01,0.7428100385668513,0.7578233175060212
1,0.8253847093307279,0.519105077983696,0.01,0.7935519325337932,0.6200473267290919
2,0.8626343429408891,0.4108895102709634,0.01,0.789155523087826,0.6526559237749023
3,0.8914875427454811,0.3301995710652225,0.01,0.7878732368019741,0.6902092225709051
4,0.9150586223742062,0.2726892619764566,0.01,0.8038102216195615,0.642904823451803
5,0.934171958964338,0.22169420492171543,0.01,0.7908041766327933,0.7349067821151544
6,0.9428431851489986,0.19348058813903526,0.01,0.8089393661515271,0.6986533130868317
7,0.957223986321446,0.15719792912893896,0.01,0.7935519326102234,0.7302941745083986
8,0.9606436248168051,0.1463496428316083,0.01,0.8080234475396976,0.7661130436721532
9,0.9668111871030777,0.12829845110213808,0.01,0.8078402638064132,0.7441747102857095
10,0.9878175378602834,0.07224266498946072,0.001,0.8457592966181386,0.6248598776800026
11,0.9955117244748413,0.05009443620442762,0.001,0.8519875434515436,0.6436605098745853
12,0.9975268685881779,0.042765886346756335,0.001,0.8494229711855609,0.66314576693694
13,0.9979543234000977,0.0391168542421033,0.001,0.8518043597400964,0.6704632162960442
14,0.9984733756717147,0.0367205887304962,0.001,0.8512548085948359,0.6878024218370242
15,0.9992977528089888,0.03435662256314455,0.001,0.8529034621398033,0.6944423017320146
16,0.9997252076209087,0.03256275547594633,0.001,0.8505220735852678,0.7079373099828382
17,0.9995114802149487,0.0318447962170353,0.001,0.8541857482727947,0.7243085425073442
18,0.9995420127015144,0.03072246725333861,0.001,0.8488734199857074,0.7170897713727754
19,0.9997252076209087,0.029850726595041982,0.001,0.8512548085948359,0.718942109253145
20,0.9996336101612115,0.029441653392775848,0.0004,0.8503388899065762,0.7258066054673111
21,0.9997862725940401,0.02885434276806068,0.0004,0.850522073716291,0.7417168100143575
